Timestamp,Messages
1737224091.4501011,3734
1737224092.449648,2810
1737224093.4738474,2228
1737224094.4496465,3366
1737224095.4496498,2390
1737224096.4498267,3783
1737224097.449924,2659
1737224098.4504285,2283
1737224099.4496517,2746
1737224100.450544,3430
1737224101.449634,3869
1737224102.450013,4243
1737224103.449717,3216
1737224104.4496448,3692
1737224105.4497216,2359
1737224106.4503648,4287
1737224107.449518,4449
1737224108.451637,3877
1737224109.4494927,3959
1737224110.4495158,3934
1737224111.4495177,4473
1737224112.4525542,4378
1737224113.4495208,3627
1737224114.4497416,3714
1737224115.4495082,2391
1737224116.449499,3257
1737224117.4495199,4056
1737224118.4528284,3742
1737224119.4497995,4153
1737224120.4496508,3751
1737224121.449493,4172
1737224122.449491,4297
1737224123.4497046,3919
1737224124.4530404,3814
1737224125.4501793,4292
1737224126.449533,4179
1737224127.4495604,2569
1737224128.4503288,2919
1737224129.4491613,2009
1737224130.4502132,2618
1737224131.4494689,3954
1737224132.4495082,3626
1737224133.4495468,3172
1737224134.4498088,3369
1737224135.449514,3676
1737224136.4499302,4198
1737224137.4494147,3361
1737224138.4522734,3426
1737224139.4494216,3492
1737224140.4495363,4240
1737224141.449436,3561
1737224142.4493735,3606
1737224143.4577231,3855
1737224144.449595,2573
1737224145.4498572,4057
1737224146.4494324,3753
1737224147.4493833,2827
1737224148.4494095,3731
1737224149.4499633,3817
1737224150.4494312,3989
1737224151.4494228,3954
1737224152.4496047,3558
1737224153.4493952,3880
1737224154.4494617,2350
1737224155.4499745,4025
1737224156.4534173,3435
1737224157.4493847,3844
1737224158.4499226,3461
1737224159.4497154,3229
1737224160.4494262,3348
1737224161.4531024,3835
1737224162.4494963,744
1737224163.4499161,3454
1737224164.4494634,2787
1737224165.450708,1384
1737224166.4494264,3889
1737224167.449167,3905
1737224168.4492486,2024
1737224169.4493816,3454
1737224170.4493024,4226
1737224171.4491851,2409
1737224172.4500167,1306
1737224173.4492364,1032
1737224174.4556487,1662
1737224175.449153,2038
1737224176.4491916,2230
1737224177.4492347,1682
1737224178.4503949,3086
1737224179.4507904,2459
1737224180.4491963,3451
1737224181.4491313,2702
1737224182.449772,4293
1737224183.4499297,3933
1737224184.4493856,3244
1737224185.4493062,3796
1737224186.4499094,3420
1737224187.449166,1564
1737224188.4497597,1243
1737224189.4492068,1348
1737224190.449514,852
1737224191.449166,1193
1737224192.4491856,2269
1737224193.4491384,1169
1737224194.4500668,946
1737224195.449396,2262
1737224196.4491374,2498
1737224197.4441977,1659
1737224198.4505787,2845
1737224199.450021,3663
1737224200.4500384,3151
1737224201.4490848,3633
1737224202.4507442,3881
1737224203.4491935,3498
1737224204.4500399,3829
1737224205.4499714,2822
1737224206.450006,3893
1737224207.4500318,3820
1737224208.4517982,3892
1737224209.4505548,3841
1737224210.4500294,3381
1737224211.449342,4041
1737224212.4513235,3777
1737224213.4500003,4097
1737224214.450012,3698
1737224215.4500566,2987
1737224216.450409,3786
1737224217.450023,3705
1737224218.4500403,3819
1737224219.4500918,3434
1737224220.4492464,3694
1737224221.4511957,3301
1737224222.44995,3210
1737224223.4501126,3465
1737224224.4507897,2378
1737224225.4500084,3206
1737224226.4501636,4042
1737224227.4463673,2101
1737224228.450149,1760
1737224229.4500442,581
1737224230.4500766,1919
1737224231.4531243,3336
1737224232.4500723,3007
1737224233.4500237,2422
1737224234.449982,3428
1737224235.44998,2532
1737224236.449928,3349
1737224237.4500113,3295
1737224238.4518547,4294
1737224239.4491684,3985
1737224240.4505765,3090
1737224241.4500344,3103
1737224242.4500737,3407
1737224243.4502203,3783
1737224244.4535205,4073
1737224245.45003,3406
1737224246.4500341,3896
1737224247.4497077,3774
1737224248.4499998,3838
1737224249.4499953,2861
1737224250.4500406,3985
1737224251.4500446,3995
1737224252.4500062,3989
1737224253.4501183,3594
1737224254.4500127,3083
1737224255.4500635,4020
1737224256.4500835,3604
1737224257.4471889,3727
1737224258.450108,3689
1737224259.450026,4045
1737224260.4526396,3899
1737224261.4511569,4117
1737224262.450376,3254
1737224263.4499981,4000
1737224264.4500892,4017
1737224265.449555,3798
1737224266.4501107,3678
1737224267.4501476,3862
1737224268.4495325,4393
1737224269.4499948,3215
1737224270.4500427,3825
1737224271.4534845,4228
1737224272.450044,3805
1737224273.4499862,4147
1737224274.4500673,3472
1737224275.4500334,2860
1737224276.4499967,2524
1737224277.4493735,3714
1737224278.4509249,3982
1737224279.449669,3185
1737224280.44911,4067
1737224281.449088,3926
1737224282.4500601,3935
1737224283.4500248,4045
1737224284.4503813,4098
1737224285.4498036,4062
1737224286.451525,3500
1737224287.4479072,4235
1737224288.450024,4180
1737224289.4542768,4283
1737224290.4499574,3951
1737224291.4506662,3740
1737224292.4503565,4089
1737224293.450041,3489
1737224294.4549205,3939
1737224295.4504294,3937
1737224296.4504607,4037
1737224297.4501598,4462
1737224298.45047,4190
1737224299.4500391,3822
1737224300.4491622,4120
1737224301.4500186,4234
1737224302.4501386,4384
1737224303.4499977,4180
1737224304.450018,4230
1737224305.450057,4259
1737224306.450082,4277
1737224307.4500163,4132
1737224308.4500282,4267
1737224309.4496992,4579
1737224310.4501085,4207
1737224311.4491255,4320
1737224312.4493983,4084
1737224313.4490285,4386
1737224314.4500067,4253
1737224315.4502006,4628
1737224316.4495609,3885
1737224317.449455,4270
1737224318.4514093,4409
1737224319.4500015,4361
1737224320.449972,3980
1737224321.4500246,3933
1737224322.450291,4501
1737224323.4492326,4460
1737224324.4500463,3886
1737224325.4499924,4425
1737224326.4501586,3948
1737224327.4501114,4472
1737224328.4496553,4292
1737224329.450013,4132
1737224330.4501393,4345
1737224331.4509,4283
1737224332.449662,4230
1737224333.4495163,4252
1737224334.450046,4517
1737224335.4500554,4441
1737224336.4500992,3818
1737224337.452064,4101
1737224338.451387,4081
1737224339.44978,4375
1737224340.4500124,3439
1737224341.450019,3914
1737224342.4501305,4359
1737224343.450007,4141
1737224344.4500206,4442
1737224345.4500237,3228
1737224346.4502463,4183
1737224347.4490902,4010
1737224348.451384,4267
1737224349.4500773,4132
1737224350.449333,4221
1737224351.4500206,4414
1737224352.452135,4349
1737224353.4504929,3832
1737224354.450054,4316
1737224355.4505627,4307
1737224356.450063,4410
1737224357.449856,3996
1737224358.45027,4320
1737224359.4504433,4356
1737224360.4497623,4226
1737224361.4505825,4016
1737224362.4496653,3892
1737224363.4499803,4357
1737224364.4493153,3990
1737224365.450901,4447
1737224366.4500682,4059
1737224367.4500773,4147
1737224368.450106,3854
1737224369.4491723,4263
1737224370.450074,4106
1737224371.4500206,4268
1737224372.4500606,4474
1737224373.4501767,4243
1737224374.4496129,4243
1737224375.4500415,4340
1737224376.4501371,4319
1737224377.449731,4429
1737224378.4500163,3900
1737224379.4500122,4591
1737224380.4500625,4221
1737224381.450238,4378
1737224382.4492035,4391
1737224383.4509635,4305
1737224384.4490244,4557
1737224385.4500344,4241
1737224386.449995,4374
1737224387.4500434,4136
1737224388.4491549,4308
1737224389.450021,4495
1737224390.4540527,4230
1737224391.4501035,3755
1737224392.4504435,3474
1737224393.4500518,4485
1737224394.4499876,4584
1737224395.45001,3853
1737224396.450048,4565
1737224397.4506414,4038
1737224398.450522,4521
1737224399.4500644,3875
1737224400.4500196,4540
1737224401.4505622,4124
1737224402.4503677,4276
1737224403.451717,4232
1737224404.4505699,4127
1737224405.4500775,4609
1737224406.4514072,4239
1737224407.449179,3889
1737224408.4500325,4235
1737224409.4500327,3916
1737224410.452079,4200
1737224411.4499934,3472
1737224412.4500902,3409
1737224413.4499986,3071
1737224414.4501271,3335
1737224415.449404,3886
1737224416.450797,3320
1737224417.450018,3828
1737224418.4534779,3919
1737224419.4499953,3565
1737224420.4509363,3624
1737224421.4500449,3521
1737224422.4513915,3810
1737224423.450124,3471
1737224424.4504871,3594
1737224425.4493084,4000
1737224426.4500153,2857
1737224427.449142,3797
1737224428.4513907,2816
1737224429.4500797,3771
1737224430.450059,3900
1737224431.4500241,3848
1737224432.4493752,3627
1737224433.4500062,3781
1737224434.4514852,3484
1737224435.4500442,3488
1737224436.4500532,3755
1737224437.449671,3765
1737224438.4500003,3516
1737224439.4499698,3496
1737224440.4500885,3705
1737224441.450006,3754
1737224442.450031,3313
1737224443.4499927,4067
1737224444.4500165,4017
1737224445.450034,2432
1737224446.4500117,3983
1737224447.4500742,3836
1737224448.4493158,3822
1737224449.4499843,3722
1737224450.4498286,3699
1737224451.4500213,3495
1737224452.4500358,4078
1737224453.4500115,3243
1737224454.4501927,3522
1737224455.4500446,3979
1737224456.4500308,4036
1737224457.4505508,3847
1737224458.449976,3437
1737224459.449016,3921
1737224460.4502976,3993
1737224461.4501398,3606
1737224462.4490414,3769
1737224463.4498823,3977
1737224464.4500036,3248
1737224465.4512389,4097
1737224466.4499617,3837
1737224467.4486392,3649
1737224468.4499946,3609
1737224469.4512742,3887
1737224470.4500976,3862
1737224471.4495137,3893
1737224472.4500885,3745
1737224473.4499884,4114
1737224474.4497519,3774
1737224475.4526002,3713
1737224476.4507003,2952
1737224477.4687247,3688
1737224478.4499733,1269
1737224479.4509118,3688
1737224480.4500308,3939
1737224481.4506571,3358
1737224482.4500012,3916
1737224483.4500508,2668
1737224484.454197,4085
1737224485.4502447,3518
1737224486.455683,3302
1737224487.4499824,3917
1737224488.4500518,3391
1737224489.4499884,3264
1737224490.450049,3797
1737224491.4503012,3294
1737224492.4499915,4097
1737224493.4500017,3509
1737224494.450036,3765
1737224495.449339,3915
1737224496.4500327,3904
1737224497.4496636,4148
1737224498.4490895,3576
1737224499.4544172,3941
1737224500.4497135,3897
1737224501.4540408,3928
1737224502.4527013,4263
1737224503.4508486,3953
1737224504.453413,3973
1737224505.4505532,3877
1737224506.4500518,4007
1737224507.449715,3756
1737224508.449263,4267
1737224509.4495711,3594
1737224510.4494946,3661
1737224511.4502146,4457
1737224512.449158,3762
1737224513.4491978,3507
1737224514.4501112,3936
1737224515.4499018,3934
1737224516.4500244,4295
1737224517.449562,3424
1737224518.449454,4015
1737224519.4504304,3499
1737224520.449094,4239
1737224521.4499714,3637
1737224522.4499884,3412
1737224523.4502342,4040
1737224524.4500113,3868
1737224525.449069,4020
1737224526.4500072,3899
1737224527.4552214,4222
1737224528.4499464,3782
1737224529.4516284,3533
1737224530.45539,4214
1737224531.4498231,3283
1737224532.4504282,3247
1737224533.4499285,3392
1737224534.4498198,4013
1737224535.4500377,3133
1737224536.4509218,3191
1737224537.4499595,3983
1737224538.4498005,4068
1737224539.451712,3674
1737224540.4516857,3897
1737224541.4500017,3631
1737224542.452304,4172
1737224543.4498746,3054
1737224544.4499176,3447
1737224545.4506059,3938
1737224546.4499662,3940
1737224547.449859,4214
1737224548.4512143,3692
1737224549.4498215,3765
1737224550.452207,3774
1737224551.4500778,4136
1737224552.4502554,4242
1737224553.4498763,3393
1737224554.4533253,4156
1737224555.4498284,3641
1737224556.4500155,3926
1737224557.4495466,3446
1737224558.4511843,3902
1737224559.4495354,3724
1737224560.4503214,3430
1737224561.4495888,3504
1737224562.449917,3281
1737224563.449784,4102
1737224564.4601848,4302
1737224565.4495585,3658
1737224566.4495583,4167
1737224567.4498122,3796
1737224568.4496245,3875
1737224569.4495635,3826
1737224570.44958,3644
1737224571.4495974,4015
1737224572.4495623,3596
1737224573.4507623,4121
1737224574.449538,3077
1737224575.4506404,4264
1737224576.4495392,3878
1737224577.44956,3479
1737224578.449602,4275
1737224579.45103,3875
1737224580.4495368,3477
1737224581.4496067,3913
1737224582.449578,4233
1737224583.4495587,3826
1737224584.4505382,3843
1737224585.451198,3989
1737224586.4511604,3742
1737224587.449343,4227
1737224588.4492629,3803
1737224589.4499876,3920
1737224590.4491706,3907
1737224591.449811,3789
1737224592.4510279,4291
1737224593.4495902,3514
1737224594.4493651,3942
1737224595.4518003,3624
1737224596.453367,3578
1737224597.4493623,3584
1737224598.449923,3839
1737224599.44946,3728
1737224600.4605594,3428
1737224601.4499936,3478
1737224602.4497452,4049
1737224603.453942,3985
1737224604.4492955,3697
1737224605.4492073,3334
1737224606.4492376,3839
1737224607.4491718,4051
1737224608.4511015,4044
1737224609.4491496,4017
1737224610.4511898,3308
1737224611.4496028,4205
1737224612.4492636,4045
1737224613.4491708,4446
1737224614.4505308,4375
1737224615.4491737,4254
1737224616.4491534,4482
1737224617.4476142,4315
1737224618.4511406,4202
1737224619.449975,4264
1737224620.4495175,4255
1737224621.4500067,4018
1737224622.4508555,4066
1737224623.449224,4459
1737224624.44916,4007
1737224625.450008,4420
1737224626.4498115,3482
1737224627.4511886,4382
1737224628.4499748,4418
1737224629.4495792,4289
1737224630.4498222,3721
1737224631.4500659,4243
1737224632.4500623,4488
1737224633.4500337,4276
1737224634.4493394,4383
1737224635.449336,4520
1737224636.4501872,4042
1737224637.449975,4639
1737224638.4502072,4281
1737224639.4500124,4319
1737224640.4500616,4125
1737224641.449995,4397
1737224642.4513745,4487
1737224643.4500782,4025
1737224644.4504716,3841
1737224645.4499965,4128
1737224646.4499793,4507
1737224647.4511561,4065
1737224648.4499886,4138
1737224649.4500382,4584
1737224650.4501696,4046
1737224651.450015,4202
1737224652.450031,4074
1737224653.4509258,4458
1737224654.4500976,3984
1737224655.4494717,4254
1737224656.4500337,4434
1737224657.4490347,4157
1737224658.450627,4493
1737224659.4503088,3324
1737224660.4500692,3962
1737224661.4507115,4296
1737224662.449994,4307
1737224663.4500158,4402
1737224664.4510398,3899
1737224665.4500148,4236
1737224666.450043,4346
1737224667.4500983,4067
1737224668.449985,4321
1737224669.450029,3377
1737224670.4501925,2553
1737224671.4499795,4030
1737224672.450005,4310
1737224673.4500213,4361
1737224674.4500055,4416
1737224675.4499724,4475
1737224676.4500725,3830
1737224677.4498394,4396
1737224678.4502757,4420
1737224679.4500618,4566
1737224680.4499924,3856
1737224681.449603,3893
1737224682.4500613,4385
1737224683.44989,4368
1737224684.4500074,4487
1737224685.4490707,3609
1737224686.449877,4527
1737224687.4493454,4361
1737224688.4499996,4287
1737224689.449977,4215
1737224690.449982,4266
1737224691.4499595,4092
1737224692.4521077,4330
1737224693.449988,4366
1737224694.4501052,4230
1737224695.450068,4477
1737224696.4505906,4539
1737224697.4499698,4188
1737224698.4495342,4374
1737224699.4494615,4372
1737224700.4498491,4164
1737224701.4499822,4142
1737224702.450002,4250
1737224703.4500535,4445
1737224704.4490237,3820
1737224705.4510722,4237
1737224706.4499214,4541
1737224707.4497435,4156
1737224708.4501002,4501
1737224709.4500868,3548
1737224710.4506354,3952
1737224711.4500046,4033
1737224712.4500017,4303
1737224713.4499865,4743
1737224714.4500465,3872
1737224715.4499865,4228
1737224716.449029,4124
1737224717.450207,4580
1737224718.450052,4031
1737224719.4512663,4389
1737224720.4499872,4495
1737224721.4511905,3944
1737224722.450054,4193
1737224723.4500477,4234
1737224724.4499905,4366
1737224725.4500623,4284
1737224726.4500604,3687
1737224727.4499917,4532
1737224728.4500377,4174
1737224729.4502535,4289
1737224730.4500554,3823
1737224731.4507082,4495
1737224732.4494507,4298
1737224733.4520075,3968
1737224734.449401,3796
1737224735.453931,3622
1737224736.4491012,3984
1737224737.45129,3811
1737224738.449533,3601
1737224739.451021,2727
1737224740.4510393,3897
1737224741.4494717,3695
1737224742.4516764,3670
1737224743.45567,3760
1737224744.449528,3921
1737224745.4495673,3728
1737224746.4495642,4168
1737224747.449516,3529
1737224748.4495118,3735
1737224749.451516,3640
1737224750.4496427,3798
1737224751.4517777,3654
1737224752.4509075,3429
1737224753.4495783,3762
1737224754.452132,3131
1737224755.4510262,3552
1737224756.4516425,4005
1737224757.4497435,3754
1737224758.4495282,3824
1737224759.44952,3444
1737224760.449146,4027
1737224761.4494812,3314
1737224762.4495173,3604
1737224763.4495153,3811
1737224764.4496012,3765
1737224765.4495153,3744
1737224766.4496827,3674
1737224767.4465597,3944
1737224768.4499853,3481
1737224769.4500973,3520
1737224770.451136,4181
1737224771.4499755,3737
1737224772.449985,3617
1737224773.4499469,3764
1737224774.450206,4352
1737224775.4507754,4283
1737224776.4493618,3377
1737224777.4497309,4270
1737224778.4511564,3742
1737224779.4500628,4097
1737224780.449676,3609
1737224781.4500113,3784
1737224782.4500585,3914
1737224783.4496846,3632
1737224784.4505355,3829
1737224785.4497535,3576
1737224786.4500847,3716
1737224787.4500053,3680
1737224788.4496648,4120
1737224789.4506626,3571
1737224790.450005,3243
1737224791.451104,3897
1737224792.449948,3687
1737224793.4504225,3417
1737224794.449137,4302
1737224795.449785,3582
1737224796.4499974,4190
1737224797.4471946,3071
1737224798.4498825,4053
1737224799.4520032,3755
1737224800.4501667,3843
1737224801.4511807,3550
1737224802.4570608,3494
1737224803.4491658,3842
1737224804.4510891,3865
1737224805.4500043,3889
1737224806.4502358,4008
1737224807.4491417,3718
1737224808.45004,3750
1737224809.449983,3575
1737224810.4501436,4232
1737224811.4491165,3573
1737224812.4500086,3220
1737224813.4499848,3641
1737224814.449995,3743
1737224815.45001,3612
1737224816.4500268,3398
1737224817.4500103,4114
1737224818.4507747,3860
1737224819.450061,3754
1737224820.4514189,3617
1737224821.4502723,4006
1737224822.4500968,4008
1737224823.4500988,3348
1737224824.4501538,3967
1737224825.4499733,4186
1737224826.4499946,3376
1737224827.448542,4064
1737224828.449109,3866
1737224829.4510553,3966
1737224830.4513102,3898
1737224831.4499874,4047
1737224832.451271,3956
1737224833.4502227,2954
1737224834.4499676,4162
1737224835.450023,3208
1737224836.4507737,3981
1737224837.4495673,3814
1737224838.4499981,3615
1737224839.4500108,3852
1737224840.4502914,3703
1737224841.4500105,3593
1737224842.4507346,3986
1737224843.4499967,3523
1737224844.4528224,3463
1737224845.450409,3194
1737224846.450826,3909
1737224847.4500797,3348
1737224848.450067,4321
1737224849.4500144,3856
1737224850.4501412,3146
1737224851.450003,4044
1737224852.450005,3908
1737224853.4493406,3764
1737224854.4501126,3723
1737224855.4494307,3937
1737224856.4502544,4247
1737224857.448436,3431
1737224858.4503212,3220
1737224859.4499538,3408
1737224860.4499137,4051
1737224861.449937,4143
1737224862.451326,3513
1737224863.4501874,4035
1737224864.4499145,3284
1737224865.4499578,4074
1737224866.4498916,3454
1737224867.449918,3699
1737224868.4498951,4177
1737224869.4499178,4041
1737224870.4499009,3778
1737224871.450148,3929
1737224872.4499097,4036
1737224873.449932,3823
1737224874.4510012,3661
1737224875.44991,3894
1737224876.4499412,3833
1737224877.449928,4249
1737224878.4499054,3952
1737224879.4500098,3319
1737224880.449941,4197
1737224881.450433,3419
1737224882.450096,4249
1737224883.4502206,3408
1737224884.4513967,3582
1737224885.4499094,4161
1737224886.4499102,3602
1737224887.4493427,3591
1737224888.4508529,3802
1737224889.4491162,4220
1737224890.4493403,4069
1737224891.449075,3558
1737224892.449152,4129
1737224893.4490662,3845
1737224894.4508836,3780
1737224895.4491343,3361
1737224896.4497736,3675
1737224897.4492128,3757
1737224898.4491012,3713
1737224899.449116,3639
1737224900.4491084,3809
1737224901.449788,3969
1737224902.4516687,3966
1737224903.456683,3464
1737224904.4491255,3384
1737224905.4495869,3928
1737224906.449213,4145
1737224907.4502916,3792
1737224908.449102,3051
1737224909.449069,4014
1737224910.4491339,3890
1737224911.4490755,4202
1737224912.4491842,3232
1737224913.449332,4183
1737224914.449116,3600
1737224915.4490862,3708
1737224916.4498198,3447
1737224917.448211,3796
1737224918.4500115,4168
1737224919.4500027,3865
1737224920.450028,3794
1737224921.451099,4060
1737224922.4495609,3837
1737224923.4500124,3808
1737224924.4500737,3464
1737224925.4506605,3820
1737224926.4499726,3530
1737224927.450293,4166
1737224928.4500067,3904
1737224929.4496286,3428
1737224930.450006,3983
1737224931.450457,3581
1737224932.4500303,4016
1737224933.4495664,3753
1737224934.4499836,3792
1737224935.450801,4065
1737224936.4500031,3777
1737224937.4500053,3727
1737224938.450036,4109
1737224939.4500003,4117
1737224940.4500725,4241
1737224941.4500124,3842
1737224942.450493,4410
1737224943.449077,3164
1737224944.449643,1125
1737224945.4608002,2873
1737224946.4505243,2309
